"m[1]"	"m[2]"	"m[3]"	"m[4]"	"m[5]"	"c[1]"	"c[2]"	"c[3]"	"c[4]"	"c[5]"	"tau_norm"	"mu_m"	"mu_c"	"tau_m"	"tau_c"	"probdiff"	"m_pred"	"c_pred"	"lp__"
0.924016451883893	0.807952639310981	0.829087064693022	0.970552445285506	0.932331591097193	-0.180364069974559	-0.199593618552328	0.0263480509895845	0.126194976370918	-0.0529514738468862	59.7106763104951	0.894793734487204	-0.0703883443172088	49.9094462966435	50.4177859681088	0.0532906815266472	1.00492326543132	-0.0796321453250286	2028.22984170769
0.903708230374531	0.801790819780876	0.908427191813016	0.976157724927339	0.943348448616006	-0.159802966982384	-0.188632857756689	-0.0173241416209046	0.118812033363957	-0.0659919821410448	59.0683785972979	0.931467204237307	-0.10366440613987	32.4537186792902	50.7325098112626	0.034017250679279	1.06153573905438	0.0214798553383753	2020.02451630942
0.845804689220569	0.79653891038162	0.8036227197852	0.96234921626875	0.955033983431156	-0.106443878610822	-0.186916044259097	0.0426514433836973	0.131104033178082	-0.0792437409908442	60.0829357910369	0.824963330247189	0.0123471983016941	75.997128175319	50.1192555490486	0.0872744183627369	0.884870083817222	0.17193026135394	2020.46234049828
0.902942877239951	0.800630622756975	0.912183602097869	1.01145317937096	0.944779056966294	-0.165877629891267	-0.200765669340243	-0.00100708699668077	0.0920328335494038	-0.0662299099782578	58.3295881993268	0.952811987962691	-0.0399847980525812	34.1313084081705	52.7920943197351	0.0412221766831648	1.09426663195344	0.105166282889349	2023.76927171252
0.858656943787765	0.850822617799899	0.807218927566269	1.00291646409418	0.934328342244238	-0.121176139282216	-0.225172384041679	0.0469027845196226	0.102556459448265	-0.0551932924839254	61.2085668646968	0.907613920422343	-0.0496470851041989	42.941229601509	41.1260335076822	0.0756056803714436	1.00283913914857	-0.0688515622321234	2025.033231624
0.93842031839168	0.768220713942375	0.845301073021644	0.97491400453239	0.961916093724114	-0.187590803975213	-0.160875200476553	0.0228775065659422	0.11837565419029	-0.0835394318385606	57.529528826822	0.846435221216166	-0.041980991567529	60.7877784851298	56.316088178132	0.0420362367772512	0.927947760767694	-0.000471131828034678	2020.78756039584
0.86996235774658	0.775071022334066	0.798832317539296	0.969089341706973	0.920794795621225	-0.130373693419209	-0.178641163465885	0.0481408010479352	0.120760209149313	-0.0368824095892525	58.1840653635305	0.766775666821502	-0.0950324445649385	38.2741915257341	49.3607823721422	0.0614185102763182	0.851622036534335	0.00209670020236744	2023.92066465804
0.884289868555123	0.762979770761642	0.84286427240894	0.983641837698207	0.936468925969159	-0.145936279012604	-0.175163167989938	0.0250407302795683	0.100381559963704	-0.0611905714556294	59.2988957029777	0.792442538777871	-0.127897646194113	46.560809957815	47.0828729345198	0.0834707865362106	0.88714933304749	-0.114697592344237	2025.82112099177
0.881166986950233	0.80312361045796	0.874665326637599	0.966933903426184	0.9590514251828	-0.142611600450551	-0.193962547863659	0.0176607034284755	0.109263337000713	-0.0794658685514219	59.870168669898	0.888433351434357	0.0428566628707568	55.0364807291661	54.3750626888734	0.0364369452851987	0.988954082497112	-0.0419215245381576	2026.24641990401
0.890097572160318	0.809830038526572	0.884040749426752	0.951922976154719	0.966871426567149	-0.142217673260341	-0.185624425518218	-0.00767423595017476	0.133103809385572	-0.0808160082107536	59.502934909395	0.905885120458462	0.058029128183466	67.8207543325573	46.588812619938	0.0485666758777179	0.989931752536096	-0.102622114541112	2020.58533389775
