"m[1]"	"m[2]"	"m[3]"	"m[4]"	"m[5]"	"c[1]"	"c[2]"	"c[3]"	"c[4]"	"c[5]"	"tau_norm"	"mu_m"	"mu_c"	"tau_m"	"tau_c"	"probdiff"	"m_pred"	"c_pred"	"lp__"
1.96099796630993	1.46533270383405	1.54101144158081	1.65220222532263	1.68308888654872	0.268502214036136	0.0336660722023631	0.320471031661445	0.249234074647506	-0.0407027920829903	28.2092468023858	1.64734499561999	0.148404390345675	53.8917535001656	46.5539356859007	0.127503416897383	1.75149035974856	0.327132282750978	267.985031888749
1.95597116851242	1.47073225181534	1.54099160957427	1.65402035903553	1.63373105690064	0.294193548707787	0.0431502539131418	0.297316664462048	0.255209849550675	-0.000454482774804801	28.9181943722332	1.66485779798432	0.190916305500943	57.7381807133386	50.9719574427211	0.133302270201125	1.74648541982623	0.307910328050868	268.99669487366
2.01411602665186	1.47568980794271	1.46984186553989	1.64468319532915	1.5225760411962	0.23035412394378	0.0438299096865483	0.335642781128037	0.252501774699361	0.137396741968198	26.9603071699425	1.5833733495641	0.219659487406065	39.7701364926939	48.51056606083	0.149073120872253	1.67165387270386	0.429616454332789	267.41385786366
1.9546639734701	1.43084260617588	1.50076668756187	1.65204185038831	1.59315103946802	0.265224139317356	0.0687011506429435	0.322226049415216	0.245967780712843	0.080927349223978	26.9239402739552	1.59246229945805	0.280516340890076	47.3817350788866	54.094835874093	0.152821354593556	1.68069048446928	0.455906936955849	270.81289058773
2.01359118634641	1.43779596064346	1.510187414121	1.63564707412727	1.52883125448285	0.201489378776194	0.0676232684693244	0.317676860344144	0.271240567822334	0.136993527134863	28.7315342144196	1.61999551113579	0.19522173113005	52.540713468241	49.4791166782468	0.123494037591696	1.72557444327792	0.167744150826656	270.506003306063
2.00680096421821	1.44637543888615	1.55069113884594	1.59853491265809	1.5490755883929	0.215552455522928	0.0600517083602983	0.315701907762985	0.287590345056465	0.129290665851863	28.5558424504151	1.67530645563754	0.188275181480273	48.5123044476265	46.7847128052097	0.135395080977451	1.76206135113312	0.242262746839948	270.246168448934
1.90370085589557	1.50794994482638	1.53628786233145	1.72977550140309	1.62766938879293	0.31525420226743	0.0207149447065595	0.301280826383706	0.176168295985759	0.0289798437299865	27.1317778256016	1.57568634400641	0.177469160442487	50.2173168607591	56.8961045442776	0.138309084366809	1.67211054147061	0.051258853650992	270.980445634028
1.93986317690172	1.52861210844815	1.633044946125	1.72199698087235	1.63298556202936	0.281101551161726	0.0188279412836057	0.232834868722269	0.182987532999144	0.00613766253735386	28.3406860439055	1.75652717720292	0.0749391099865793	61.9438153832399	44.0346398442081	0.142309963409654	1.83794344352644	0.383276138457384	266.925840198674
1.9745655180661	1.49940679708696	1.4506395046116	1.64095309243326	1.53386284020501	0.236886082219806	0.000332910873028015	0.339468712272009	0.242621893723744	0.1336611960003	27.2833035102789	1.5299675253641	0.231092149927496	38.6375135071004	55.8754567415557	0.138284730035784	1.61449741100016	0.239740712455925	265.569464153068
1.96686931838696	1.50668050717547	1.6633151108406	1.73142999553396	1.63812590797873	0.272777538284458	0.0553530772207369	0.253776156375056	0.226676699520951	0.0145250318183412	29.1772287382511	1.68663539414355	0.16976558576804	62.1523915095028	51.3889871063261	0.145000442573845	1.78398062493896	0.225189644519104	261.455322045857
1.92540134382496	1.51498909777115	1.45872457210524	1.59057731441701	1.58649441941748	0.28466576596629	0.0166974453976237	0.360102914633873	0.25461064653175	0.0632490809031177	26.7635820036031	1.60167871089855	0.185940996396807	39.0112275298725	47.5804173518112	0.141395561682006	1.73372595216414	-0.0442186897652326	266.033503709029
